epoch,loss,val_loss
0,2.7762415409088135,1.7722456455230713
1,1.8778131008148193,1.6125320196151733
2,1.6982336044311523,1.5005271434783936
3,1.6258317232131958,1.4924546480178833
4,1.5934478044509888,1.4666582345962524
5,1.5669450759887695,1.4639012813568115
6,1.5502679347991943,1.4611467123031616
7,1.539345383644104,1.4626518487930298
8,1.5330051183700562,1.4668703079223633
9,1.5271306037902832,1.4597108364105225
10,1.517741084098816,1.46339750289917
11,1.5110588073730469,1.46638822555542
12,1.5032414197921753,1.4717237949371338
13,1.499210238456726,1.4712637662887573
14,1.4947937726974487,1.4823424816131592
15,1.492168664932251,1.4849932193756104
16,1.4885962009429932,1.4829033613204956
17,1.4842573404312134,1.4792006015777588
18,1.4763740301132202,1.4843746423721313
