epoch,loss,val_loss
0,2.335948944091797,1.663375973701477
1,1.7239543199539185,1.486411452293396
2,1.5848108530044556,1.4780852794647217
3,1.5739272832870483,1.4750621318817139
4,1.5603595972061157,1.4710679054260254
5,1.549081802368164,1.480239748954773
6,1.5365604162216187,1.4728220701217651
7,1.5267213582992554,1.4765095710754395
8,1.5215094089508057,1.4729441404342651
9,1.510311484336853,1.4675506353378296
10,1.4986815452575684,1.4599248170852661
11,1.4873411655426025,1.4530566930770874
12,1.471205711364746,1.4600621461868286
13,1.4580782651901245,1.467585563659668
