epoch,BLEU,loss,val_BLEU,val_loss
0,0.7781537175178528,115.4172592163086,0.7824182510375977,92.62085723876953
1,0.7774344086647034,48.595218658447266,0.7823886275291443,33.81962966918945
2,0.7772970795631409,28.548076629638672,0.7823119759559631,24.98394012451172
3,0.7772970795631409,21.139238357543945,0.782337486743927,17.170764923095703
4,0.7772970795631409,15.867622375488281,0.7823119759559631,14.776141166687012
5,0.7772970795631409,15.261823654174805,0.7823119759559631,13.886980056762695
6,0.7772970795631409,13.728590965270996,0.7822608351707458,12.73408031463623
7,0.7772970795631409,13.088168144226074,0.7822608351707458,12.525042533874512
8,0.7772970795631409,13.197672843933105,0.7822608351707458,13.09246826171875
9,0.7772970795631409,11.866840362548828,0.7822608351707458,10.439809799194336
10,0.7772970795631409,10.48383903503418,0.7822608351707458,9.89925765991211
11,0.7772970795631409,9.978251457214355,0.7822608351707458,8.458001136779785
12,0.7772970795631409,8.537147521972656,0.7822608351707458,6.5066819190979
13,0.7772970795631409,6.812144756317139,0.7822608351707458,6.829852104187012
14,0.7772970795631409,7.089102745056152,0.7822608351707458,6.99330997467041
15,0.7772970795631409,7.387571334838867,0.7822608351707458,6.816949844360352
16,0.7772970795631409,6.676146507263184,0.7822608351707458,5.440894603729248
17,0.7772970795631409,5.269103050231934,0.7822608351707458,4.919599533081055
18,0.7772970795631409,5.146824836730957,0.7822608351707458,5.090625286102295
19,0.7772970795631409,5.266918659210205,0.7822608351707458,4.828008651733398
20,0.7774408459663391,4.898528575897217,0.7824617028236389,4.602081298828125
21,0.7773179411888123,4.860550880432129,0.7823630571365356,4.481971263885498
22,0.7773066163063049,4.802640914916992,0.7823630571365356,4.620103359222412
23,0.7771525979042053,4.720212936401367,0.7823323607444763,4.440707683563232
24,0.7772924900054932,4.601777076721191,0.7825418710708618,4.459630012512207
25,0.7772820591926575,4.560738563537598,0.7823886275291443,4.42089319229126
26,0.7773337364196777,4.493484973907471,0.7828820943832397,4.1551313400268555
