epoch,BLEU,loss,val_BLEU,val_loss
0,0.7772970795631409,53.735687255859375,0.7822608351707458,11.18110466003418
1,0.7773075103759766,10.3001708984375,0.7822608351707458,9.808188438415527
2,0.7772970795631409,9.626256942749023,0.7822608351707458,9.42415714263916
3,0.7772970795631409,9.297220230102539,0.7822608351707458,9.123064041137695
4,0.7772970795631409,9.00613784790039,0.7822608351707458,8.841196060180664
5,0.7772970795631409,8.726154327392578,0.7822608351707458,8.550169944763184
6,0.7772970795631409,8.45408821105957,0.7822608351707458,8.283336639404297
7,0.7772970795631409,8.181921005249023,0.7822608351707458,7.998724460601807
8,0.7772970795631409,7.912924766540527,0.7822608351707458,7.726291656494141
9,0.7772970795631409,7.643823146820068,0.7822608351707458,7.4509968757629395
10,0.7772970795631409,7.378662586212158,0.7822608351707458,7.178921222686768
11,0.7772970795631409,7.113741874694824,0.7822608351707458,6.909132480621338
12,0.7772970795631409,6.857357025146484,0.7822608351707458,6.635908603668213
13,0.7772970795631409,6.603687763214111,0.7822608351707458,6.3883514404296875
14,0.7772970795631409,6.336808204650879,0.7822608351707458,6.1157026290893555
15,0.7772970795631409,6.075295925140381,0.7822608351707458,5.8537187576293945
16,0.7772970795631409,5.819611072540283,0.7822608351707458,5.590240001678467
17,0.7772970795631409,5.57474422454834,0.7822608351707458,5.3545379638671875
18,0.7772970795631409,5.352610111236572,0.7822608351707458,5.135806560516357
19,0.7772970795631409,5.151232719421387,0.7822608351707458,4.946846961975098
20,0.7772970795631409,4.960954666137695,0.7822608351707458,4.75910758972168
21,0.7772970795631409,4.790103435516357,0.7822608351707458,4.5398101806640625
22,0.7772970795631409,4.610044479370117,0.7822608351707458,4.396787166595459
23,0.7772970795631409,4.466866493225098,0.7822608351707458,4.272351264953613
24,0.7772970795631409,4.334996223449707,0.7822608351707458,4.14077091217041
25,0.7772970795631409,4.2284770011901855,0.7822608351707458,4.020207405090332
26,0.7772970795631409,4.117967128753662,0.7822608351707458,3.926159620285034
27,0.7772970795631409,4.035333156585693,0.7822608351707458,3.84604549407959
28,0.7772970795631409,3.979187250137329,0.7822608351707458,3.782111883163452
29,0.7772970795631409,3.923642635345459,0.7822608351707458,3.727342128753662
30,0.7772970795631409,3.929734706878662,0.7822608351707458,3.721529722213745
31,0.7772970795631409,3.8821682929992676,0.7822608351707458,3.728792190551758
32,0.7772970795631409,3.8540852069854736,0.7822608351707458,3.7025957107543945
33,0.7772970795631409,3.8354334831237793,0.7822608351707458,3.697112560272217
34,0.7772970795631409,3.8297088146209717,0.7822608351707458,3.651840925216675
35,0.7773909568786621,3.809870719909668,0.7823630571365356,3.6491711139678955
36,0.7777663469314575,3.7895195484161377,0.7827715277671814,3.6187546253204346
37,0.7777663469314575,3.7733707427978516,0.7827715277671814,3.611546516418457
38,0.7777663469314575,3.7709600925445557,0.7827715277671814,3.5868000984191895
39,0.7777767181396484,3.7562754154205322,0.7827715277671814,3.584512233734131
40,0.7777767181396484,3.7377309799194336,0.7827715277671814,3.5752313137054443
41,0.7777767181396484,3.7217111587524414,0.7827715277671814,3.566023111343384
42,0.7777767181396484,3.722230911254883,0.7827715277671814,3.551405906677246
43,0.7777767181396484,3.7109076976776123,0.7827715277671814,3.5323665142059326
44,0.7777767181396484,3.7064831256866455,0.7827715277671814,3.551433563232422
