epoch,loss,val_loss
0,2.8482484817504883,2.0366058349609375
1,2.1058855056762695,1.9694254398345947
2,2.0716753005981445,1.9569377899169922
3,2.0723588466644287,1.955469012260437
4,2.0733017921447754,1.9587761163711548
5,2.0719900131225586,1.9573473930358887
6,2.0711565017700195,1.957180380821228
7,2.068148612976074,1.9541460275650024
8,2.067146062850952,1.9532232284545898
9,2.0642614364624023,1.9501471519470215
10,2.063567638397217,1.9492363929748535
11,2.061030626296997,1.9462257623672485
12,2.060706377029419,1.9455103874206543
13,2.058504581451416,1.9427322149276733
14,2.05844783782959,1.9422686100006104
15,2.0565881729125977,1.9397984743118286
16,2.056696891784668,1.9396052360534668
17,2.055145502090454,1.9373794794082642
18,2.055340051651001,1.9373159408569336
19,2.0540359020233154,1.9352554082870483
20,2.054257392883301,1.9353971481323242
21,2.0531492233276367,1.9335613250732422
22,2.0534002780914307,1.9338597059249878
23,2.0524730682373047,1.9321537017822266
24,2.052724838256836,1.9325565099716187
25,2.051929235458374,1.930957555770874
26,2.052135467529297,1.9314508438110352
27,2.0514533519744873,1.9299440383911133
28,2.051630973815918,1.9305099248886108
29,2.051027297973633,1.929077386856079
30,2.051180601119995,1.9296598434448242
31,2.050638198852539,1.928210973739624
32,2.050764799118042,1.9288356304168701
33,2.0502679347991943,1.9274423122406006
34,2.050374984741211,1.9281103610992432
35,2.0499157905578613,1.926741361618042
36,2.050011396408081,1.9274423122406006
37,2.049576997756958,1.9261059761047363
38,2.049659490585327,1.9268399477005005
39,2.049245834350586,1.925524115562439
40,2.0493171215057373,1.926283597946167
41,2.0489253997802734,1.924984335899353
42,2.0489888191223145,1.9257612228393555
43,2.048611640930176,1.9244807958602905
44,2.0486650466918945,1.9252805709838867
45,2.048302173614502,1.9240063428878784
46,2.0483474731445312,1.92482590675354
47,2.0479958057403564,1.92356276512146
48,2.048037528991699,1.9243987798690796
49,2.047694683074951,1.9231500625610352
