epoch,loss,val_loss
0,3.166100025177002,1.9737777709960938
1,2.0654890537261963,1.918025016784668
2,2.029848575592041,1.9133126735687256
3,2.0285964012145996,1.9159588813781738
4,2.0288238525390625,1.9136335849761963
5,2.0305488109588623,1.9092334508895874
6,2.022667407989502,1.9017702341079712
7,2.0228888988494873,1.896793007850647
8,2.013395309448242,1.8757723569869995
9,1.8910654783248901,1.490100383758545
10,1.5949398279190063,1.4600846767425537
11,1.55893874168396,1.4538288116455078
12,1.5384135246276855,1.447384238243103
13,1.5228631496429443,1.4418696165084839
14,1.5040369033813477,1.442894697189331
15,1.4872782230377197,1.4405800104141235
16,1.4713726043701172,1.4453599452972412
17,1.4636356830596924,1.4487062692642212
18,1.4548245668411255,1.4615740776062012
