epoch,loss,val_loss
0,18.791112899780273,2.8665640354156494
1,2.4426231384277344,2.124025821685791
2,2.0637500286102295,2.191257953643799
3,2.0716559886932373,2.0654172897338867
4,1.9963951110839844,2.1188385486602783
5,2.0182995796203613,2.099006175994873
6,2.0361061096191406,2.193114995956421
7,1.993054986000061,2.091580390930176
8,2.02797532081604,2.0893423557281494
9,1.9990938901901245,2.133901834487915
10,2.017587661743164,2.0828285217285156
11,1.9626356363296509,2.1029562950134277
12,1.957817554473877,2.0886423587799072
13,1.9785352945327759,2.0872318744659424
14,1.9559487104415894,2.1077747344970703
15,1.9603599309921265,2.095682382583618
