epoch,loss,val_loss
0,2.905780792236328,2.0160505771636963
1,2.099756956100464,1.960413932800293
2,2.059912919998169,1.9384950399398804
3,2.054456949234009,1.9304966926574707
4,2.0536978244781494,1.92786705493927
5,2.0533056259155273,1.925260066986084
6,2.0531742572784424,1.9241563081741333
7,2.052551746368408,1.9229495525360107
8,2.0520877838134766,1.9222873449325562
9,2.051290512084961,1.9214117527008057
10,2.050753355026245,1.9208295345306396
11,2.050020694732666,1.920108675956726
12,2.0495471954345703,1.9196345806121826
13,2.048898696899414,1.9190462827682495
14,2.0484492778778076,1.9186220169067383
15,2.0478763580322266,1.9181030988693237
16,2.0474913120269775,1.9177148342132568
17,2.0501420497894287,1.9168221950531006
18,2.047903060913086,1.9158246517181396
19,2.0459280014038086,1.9156303405761719
20,2.045832395553589,1.9153361320495605
21,2.045201301574707,1.9150173664093018
22,2.045133352279663,1.914778470993042
23,2.0445830821990967,1.9144569635391235
24,2.044518232345581,1.9142446517944336
25,2.0440051555633545,1.9139221906661987
26,2.0442471504211426,1.9118670225143433
27,2.0427770614624023,1.911677360534668
28,2.0424559116363525,1.9115707874298096
29,2.0421369075775146,1.911281943321228
30,2.0420238971710205,1.9111387729644775
31,2.0416557788848877,1.9108680486679077
32,2.0416011810302734,1.9107335805892944
33,2.0412206649780273,1.910460114479065
34,2.0411927700042725,1.9103530645370483
35,2.0408074855804443,1.9100830554962158
36,2.0407958030700684,1.9099892377853394
37,2.0404112339019775,1.9097038507461548
38,2.0404179096221924,1.9096108675003052
39,2.0400338172912598,1.9093165397644043
40,2.0400524139404297,1.909237265586853
41,2.0396666526794434,1.9089415073394775
42,2.039702892303467,1.9088761806488037
43,2.0393166542053223,1.9085723161697388
44,2.0391781330108643,1.9094831943511963
45,2.038445472717285,1.9078360795974731
46,2.0388455390930176,1.9077174663543701
47,2.038491725921631,1.907362699508667
48,2.038555860519409,1.907383918762207
49,2.0381829738616943,1.907044768333435
50,2.0382497310638428,1.9070647954940796
51,2.0378811359405518,1.9067535400390625
52,2.0379507541656494,1.9067821502685547
53,2.037590265274048,1.9064741134643555
54,2.037658929824829,1.9065009355545044
55,2.037297248840332,1.906204342842102
56,2.037376880645752,1.9062376022338867
57,2.037020683288574,1.9059547185897827
58,2.037099838256836,1.9059861898422241
59,2.0367484092712402,1.9057022333145142
60,2.036823034286499,1.9057514667510986
61,2.0364813804626465,1.9054625034332275
62,2.036559820175171,1.9055161476135254
63,2.036217212677002,1.9052255153656006
64,2.0362982749938965,1.905289888381958
65,2.0359628200531006,1.90500807762146
66,2.0360398292541504,1.9050636291503906
67,2.0357160568237305,1.9047861099243164
68,2.03579044342041,1.9048521518707275
69,2.0354671478271484,1.9045746326446533
70,2.0355417728424072,1.9046419858932495
71,2.0352277755737305,1.9043712615966797
72,2.0352942943573,1.904440999031067
73,2.0349843502044678,1.9041709899902344
74,2.0350587368011475,1.9042433500289917
75,2.0347540378570557,1.903982400894165
76,2.034822940826416,1.904044508934021
77,2.0345237255096436,1.9037903547286987
78,2.0345892906188965,1.903868556022644
79,2.0343003273010254,1.903604507446289
80,2.03436279296875,1.9036839008331299
81,2.03407621383667,1.9034367799758911
82,2.034137487411499,1.9035011529922485
83,2.033849000930786,1.903264045715332
84,2.033921718597412,1.9033411741256714
85,2.033644914627075,1.9030991792678833
86,2.0337042808532715,1.9031805992126465
87,2.0334274768829346,1.9029393196105957
88,2.0334885120391846,1.9030208587646484
89,2.033219575881958,1.902788758277893
90,2.033275604248047,1.902867317199707
91,2.0423293113708496,1.9004499912261963
92,2.03542160987854,1.8989726305007935
93,2.031352996826172,1.8992793560028076
94,2.0319020748138428,1.8994793891906738
95,2.031301975250244,1.899375319480896
96,2.0316412448883057,1.8995000123977661
97,2.0312087535858154,1.8993911743164062
98,2.0314390659332275,1.8995002508163452
99,2.0310776233673096,1.8993929624557495
