epoch,loss,val_loss
0,2.8429393768310547,1.9926766157150269
1,2.0321502685546875,1.8260482549667358
2,1.9010872840881348,1.7518352270126343
3,1.795480489730835,1.5733155012130737
4,1.6845258474349976,1.4612624645233154
5,1.5802375078201294,1.4605149030685425
6,1.5572196245193481,1.4488846063613892
7,1.5366151332855225,1.440046787261963
8,1.519844651222229,1.439666986465454
9,1.5044829845428467,1.4443501234054565
10,1.490022897720337,1.4411060810089111
11,1.477516770362854,1.4448816776275635
12,1.465322732925415,1.4491381645202637
13,1.4518005847930908,1.4484350681304932
14,1.436734914779663,1.4517533779144287
15,1.4239004850387573,1.457805871963501
16,1.4130609035491943,1.4601895809173584
17,1.4071166515350342,1.4558857679367065
18,1.4043346643447876,1.4493978023529053
19,1.3856862783432007,1.4599735736846924
20,1.3719408512115479,1.4686317443847656
21,1.3590223789215088,1.4766558408737183
22,1.347328543663025,1.471634864807129
23,1.3345098495483398,1.4687546491622925
24,1.3198165893554688,1.4756122827529907
25,1.307009220123291,1.4888914823532104
