epoch,loss,val_loss
0,3.4794421195983887,2.5841503143310547
1,2.4540352821350098,2.358137369155884
2,2.374384641647339,2.338507652282715
3,2.3622589111328125,2.3231964111328125
4,2.343449115753174,2.303040027618408
5,2.261094331741333,1.8238481283187866
6,1.7657244205474854,1.528192400932312
7,1.6758885383605957,1.49854576587677
8,1.6095521450042725,1.488976240158081
9,1.5967408418655396,1.496898889541626
10,1.5945463180541992,1.5004193782806396
11,1.6046676635742188,1.4965410232543945
12,1.5932143926620483,1.488572120666504
13,1.5855612754821777,1.4917864799499512
14,1.5863827466964722,1.4961798191070557
15,1.581752061843872,1.497610092163086
16,1.5831360816955566,1.4925258159637451
17,1.5906566381454468,1.4919406175613403
18,1.574202537536621,1.4975744485855103
19,1.5761122703552246,1.5055034160614014
20,1.585632085800171,1.5083526372909546
21,1.5699143409729004,1.4905216693878174
22,1.5693402290344238,1.5032267570495605
23,1.5612268447875977,1.4947209358215332
24,1.5577940940856934,1.4986883401870728
25,1.5682482719421387,1.649749994277954
