epoch,loss,val_loss
0,2.632211208343506,1.9135030508041382
1,2.0373191833496094,1.9030519723892212
2,2.0185089111328125,1.8654755353927612
3,1.8056447505950928,1.4769437313079834
4,1.5812469720840454,1.4720354080200195
5,1.5576218366622925,1.459381341934204
6,1.5421828031539917,1.4554362297058105
7,1.5250709056854248,1.45310378074646
8,1.5094139575958252,1.4557656049728394
9,1.4920158386230469,1.4533618688583374
10,1.4789507389068604,1.45358407497406
11,1.4621573686599731,1.4596139192581177
12,1.448912501335144,1.462162971496582
