epoch,loss,val_loss
0,2.93530011177063,1.9241654872894287
1,1.8887760639190674,1.6883881092071533
2,1.8201491832733154,1.6068835258483887
3,1.7811495065689087,1.55483877658844
4,1.6072540283203125,1.469336748123169
5,1.5715075731277466,1.4606471061706543
6,1.5515143871307373,1.4457628726959229
7,1.5320827960968018,1.4369617700576782
8,1.5166046619415283,1.4434725046157837
9,1.5014046430587769,1.4444371461868286
10,1.4883708953857422,1.4325251579284668
11,1.4818692207336426,1.429960012435913
12,1.4687180519104004,1.4345148801803589
13,1.4538277387619019,1.4323015213012695
14,1.4427640438079834,1.4371654987335205
15,1.429368257522583,1.447683334350586
