epoch,BLEU,loss,val_BLEU,val_loss
0,0.7772970795631409,175.2099609375,0.7822608351707458,117.25084686279297
1,0.7772970795631409,110.4615478515625,0.7822608351707458,101.89894104003906
2,0.7772970795631409,96.26348876953125,0.7822608351707458,95.3278579711914
3,0.7772970795631409,87.92948150634766,0.7822608351707458,85.26997375488281
4,0.7773179411888123,83.50908660888672,0.7822608351707458,87.724365234375
5,0.7773388028144836,82.09693145751953,0.7822608351707458,83.42485046386719
6,0.7773179411888123,79.53569030761719,0.7822864055633545,85.90953063964844
7,0.7773492336273193,78.89964294433594,0.7822864055633545,82.8752212524414
8,0.7773388028144836,76.8663558959961,0.7822864055633545,80.18016052246094
9,0.7773388028144836,74.86869812011719,0.7822864055633545,82.09513854980469
10,0.7773075103759766,73.15145111083984,0.7822864055633545,80.74053192138672
11,0.7772970795631409,71.45584869384766,0.7822608351707458,75.80339813232422
12,0.7773179411888123,72.16287994384766,0.7822864055633545,75.43873596191406
13,0.7773075103759766,66.96846771240234,0.7823119759559631,67.97413635253906
14,0.7772970795631409,61.30084991455078,0.7822608351707458,63.7071533203125
15,0.7772970795631409,87.55332946777344,0.7822608351707458,67.58478546142578
16,0.7772970795631409,63.02241897583008,0.7822608351707458,58.20570373535156
17,0.7772970795631409,56.46581268310547,0.7822608351707458,55.32646942138672
18,0.7772970795631409,53.83738708496094,0.7822608351707458,52.37730407714844
19,0.7772970795631409,51.38168716430664,0.7822608351707458,51.346500396728516
20,0.7772970795631409,49.08238220214844,0.7822608351707458,48.35274124145508
21,0.7772970795631409,46.97898483276367,0.7822608351707458,48.986045837402344
22,0.7772970795631409,47.690704345703125,0.7822608351707458,46.09455108642578
23,0.7772970795631409,46.87565231323242,0.7822608351707458,46.47154998779297
24,0.7772970795631409,45.909610748291016,0.7822608351707458,45.28135299682617
25,0.7772970795631409,44.856807708740234,0.7822608351707458,45.1601676940918
26,0.7772970795631409,43.99919128417969,0.7822608351707458,43.74242401123047
27,0.7772970795631409,43.43330383300781,0.7822608351707458,43.27266311645508
28,0.7772970795631409,42.46275329589844,0.7822608351707458,41.373538970947266
29,0.7772970795631409,39.63238525390625,0.7822608351707458,39.93430709838867
30,0.7772970795631409,39.54817199707031,0.7822608351707458,39.699398040771484
31,0.7772970795631409,39.230995178222656,0.7822608351707458,38.83012390136719
32,0.7772970795631409,39.37018966674805,0.7822608351707458,41.70075988769531
33,0.7772970795631409,40.18784713745117,0.7822608351707458,40.699066162109375
34,0.7772970795631409,40.634029388427734,0.7822608351707458,39.764892578125
35,0.7772970795631409,39.82423400878906,0.7822608351707458,40.06856155395508
36,0.7772970795631409,39.53003692626953,0.7822608351707458,39.66931915283203
37,0.7772970795631409,38.173397064208984,0.7822608351707458,38.22429656982422
38,0.7783594727516174,37.71821975708008,0.7834339737892151,37.62837600708008
39,0.7783594727516174,37.10901641845703,0.7834339737892151,35.37653732299805
40,0.7783594727516174,36.431949615478516,0.7834339737892151,36.260040283203125
41,0.7783594727516174,36.11037063598633,0.7834339737892151,36.161773681640625
42,0.7783594727516174,36.00664138793945,0.7822608351707458,36.58427810668945
43,0.7772970795631409,36.62944793701172,0.7822608351707458,37.03594970703125
44,0.7772970795631409,35.53553771972656,0.7822608351707458,33.89144515991211
45,0.7772970795631409,34.18132400512695,0.7822608351707458,34.031089782714844
46,0.7772970795631409,34.46394729614258,0.7822608351707458,34.83723831176758
47,0.7772970795631409,34.313167572021484,0.7822608351707458,34.52873992919922
48,0.7772970795631409,34.06599807739258,0.7822608351707458,33.94261169433594
49,0.7772970795631409,35.11034393310547,0.7822608351707458,36.120113372802734
50,0.7772970795631409,35.33509063720703,0.7822608351707458,35.48054122924805
51,0.7772970795631409,35.15599060058594,0.7822608351707458,35.180908203125
52,0.7772970795631409,35.03271484375,0.7822608351707458,35.23167037963867
53,0.7772970795631409,35.00545883178711,0.7822608351707458,35.065513610839844
54,0.7783594727516174,34.60858154296875,0.7834339737892151,34.469356536865234
55,0.7773492336273193,33.56917953491211,0.7822608351707458,34.568111419677734
56,0.7783594727516174,34.59080505371094,0.7827970385551453,35.60785675048828
57,0.7783594727516174,34.333072662353516,0.7834339737892151,34.72115707397461
58,0.7783594727516174,34.3913688659668,0.7834339737892151,34.479820251464844
