epoch,loss,val_loss
0,3.06003999710083,1.9593849182128906
1,2.0545613765716553,1.8931453227996826
2,2.0092737674713135,1.8775626420974731
3,2.001176595687866,1.8759721517562866
4,1.9981706142425537,1.875124454498291
5,1.9918713569641113,1.8601536750793457
6,1.970887541770935,1.838302731513977
7,1.9583195447921753,1.8563518524169922
8,1.9397813081741333,1.78212571144104
9,1.9028617143630981,1.7651106119155884
10,1.8909239768981934,1.7366079092025757
11,1.8781487941741943,1.7269158363342285
12,1.9422900676727295,1.8372119665145874
13,1.8856457471847534,1.733720302581787
14,1.8714916706085205,1.7124091386795044
15,1.8672250509262085,1.714287519454956
16,1.8432526588439941,1.6854703426361084
17,1.8595703840255737,1.6518144607543945
18,1.7919443845748901,1.6316853761672974
19,1.6970160007476807,1.485602855682373
20,1.5874929428100586,1.457979679107666
21,1.558484435081482,1.4411389827728271
22,1.5350019931793213,1.4443777799606323
23,1.5146561861038208,1.4359484910964966
24,1.4978420734405518,1.4369956254959106
25,1.4777753353118896,1.443278193473816
26,1.4648621082305908,1.4551045894622803
27,1.4540650844573975,1.438973069190979
28,1.4472606182098389,1.4292478561401367
29,1.4253655672073364,1.4351820945739746
