epoch,loss,val_loss
0,2.1546213626861572,1.657537579536438
1,1.680893063545227,1.4820796251296997
2,1.5826513767242432,1.4726766347885132
3,1.564877986907959,1.4688670635223389
4,1.5502992868423462,1.4601194858551025
5,1.5373669862747192,1.4603782892227173
6,1.5266226530075073,1.4547301530838013
7,1.5167592763900757,1.4509754180908203
8,1.5052239894866943,1.4511971473693848
9,1.492280125617981,1.4516421556472778
10,1.4786463975906372,1.4560651779174805
11,1.4651398658752441,1.449013590812683
12,1.4478031396865845,1.4536590576171875
13,1.4271490573883057,1.4592341184616089
14,1.4041012525558472,1.465804934501648
15,1.3806724548339844,1.477489709854126
16,1.3602802753448486,1.464862585067749
17,1.3385430574417114,1.4748303890228271
18,1.3197566270828247,1.4597562551498413
19,1.2997033596038818,1.4717004299163818
20,1.2724099159240723,1.5033024549484253
21,1.2478411197662354,1.5363487005233765
22,1.227136254310608,1.5444965362548828
23,1.2111412286758423,1.504382848739624
